sample	total_reads	GNM1017	GNM1017	GNM1024	GNM1024	GNM1025	GNM1025	GNM1026	GNM1026	GNM1031	GNM1031	GNM1055	GNM1055	GNM1059	GNM1059	GNM1066	GNM1066	GNM1080	GNM1080	GNM1089	GNM1089	GNM1107	GNM1107	GNM1120	GNM1120	GNM1121	GNM1121	GNM1122	GNM1122	GNM1123	GNM1123	GNM1125	GNM1125	GNM1126	GNM1126	GNM1130	GNM1130	GNM1146	GNM1146	GNM1148	GNM1148	GNM1154	GNM1154	GNM1170	GNM1170	GNM1176	GNM1176	GNM1177	GNM1177	GNM1179	GNM1179	GNM1186	GNM1186	GNM1187	GNM1187	GNM1213	GNM1213	GNM1232	GNM1232	GNM1283	GNM1283	GNM1306	GNM1306	GNM1362	GNM1362	GNM1363	GNM1363	GNM1367	GNM1367	GNM1382	GNM1382	GNM1383	GNM1383	GNM1419	GNM1419	GNM1427	GNM1427	GNM1431	GNM1431	GNM1546	GNM1546	GNM1670	GNM1670	GNM1683	GNM1683	GNM225	GNM225	GNM3434	GNM3434	GNM356	GNM356	GNM358	GNM358	GNM3890	GNM3890	GNM425	GNM425	GNM444	GNM444	GNM4440	GNM4440	GNM483	GNM483	GNM495	GNM495	GNM50571	GNM50571	GNM565	GNM565	GNM575	GNM575	GNM576	GNM576	GNM594	GNM594	GNM683	GNM683	GNM684	GNM684	GNM694	GNM694	GNM742	GNM742	GNM746	GNM746	GNM747	GNM747	GNM773	GNM773	GNM774	GNM774	GNM786	GNM786	GNM791	GNM791	GNM811	GNM811	GNM833	GNM833	GNM848	GNM848	GNM855	GNM855	GNM858	GNM858	GNM859	GNM859	GNM860	GNM860	GNM875	GNM875	GNM915	GNM915	GNM926	GNM926	GNM962	GNM962	GNM973	GNM973
ERR598983	303145894	1023	0.000337461275329033	1161	0.000382983910710663	900	0.000296886752488886	351	0.000115785833470665	75112	0.0247775086143835	12439	0.00410330479356583	104	3.43069136209379e-05	648	0.000213758461791998	483	0.000159329223835702	1234	0.000407064725079206	348	0.000114796210962369	381	0.000125682058553628	822	0.000271156567273182	2927	0.000965541693927743	231	7.6200933138814e-05	700	0.000230911918602467	1422	0.000469081068932439	210	6.927357558074e-05	771	0.000254332984632145	859	0.00028336191154217	1395	0.000460174466357773	531	0.000175163183968443	212	6.99333239196042e-05	235	7.75204298165424e-05	459	0.000151412243769332	319	0.000105229860048838	380	0.000125352184384196	2328	0.000767947066437918	443	0.000146134257058418	461	0.000152071992108196	1494	0.00049283200913155	141	4.65122578899254e-05	276	9.10452707632583e-05	227	7.48814364610856e-05	442	0.000145804382888986	484	0.000159659098005134	1130	0.000372757811458268	349	0.000115126085131801	1851	0.000610597087618808	756	0.000249384872090664	9	2.96886752488886e-06	17	5.60786088034562e-06	1176	0.000387932023252144	19	6.26760921920981e-06	16	5.27798671091352e-06	71	2.34210660296788e-05	33	1.08858475912591e-05	851	0.000280722918186713	221	7.29021914444931e-05	200	6.59748338864191e-05	955	0.000315029831807651	155	5.11304962619748e-05	721	0.000237839276160541	1306	0.000430815665278316	3185	0.00105064922964122	645	0.000212768839283701	1251	0.000412672585959551	747	0.000246416004565775	1136	0.00037473705647486	1587	0.000523510306888735	355	0.000117105330148394	1003	0.000330863791940392	2176	0.000717806192684239	379	0.000125022310214764	1220	0.000402446486707156	811	0.000267527951409429	854	0.000281712540695009	823	0.000271486441442614	1311	0.000432465036125477	1797	0.000592783882469475	2486	0.000820067185208189	2815	0.000928595786951348	582	0.000191986766609479	7600	0.00250704368768392	3999	0.00131916680355895	1609	0.000530767538616241	1345	0.000443680757886168	18452	0.00608683817436102	10436	0.00344256683219335
ERR598984	290577226	781	0.000268775365072829	740	0.000254665518762988	653	0.000224725113178691	416	0.00014316331865595	758	0.000260860085435601	1672	0.000575406415367184	323	0.000111158057514115	659	0.000226789968736228	699	0.000240555672453147	1114	0.000383374848516174	379	0.000130430042717801	451	0.000155208309408253	805	0.00027703478730298	1949	0.000670733913606843	134	4.61151074516762e-05	710	0.000244341240975299	771	0.0002653339391436	203	6.98609463633602e-05	3408	0.00117283795668144	833	0.000286670779904823	716	0.000246406096532837	596	0.000205108985382082	262	9.01653593458147e-05	411	0.000141442605691335	805	0.00027703478730298	511	0.000175856864983631	14437	0.00496838661402873	1569	0.000539959728296119	326	0.000112190485292884	877	0.000301813053993433	1609	0.000553725432013037	283	9.73923537971968e-05	447	0.000153831739036562	431	0.000148325457549794	535	0.000184116287213782	724	0.000249159237276221	1783	0.000613606243181632	503	0.000173103724240247	1550	0.000533421019030583	1127	0.000387848702224172	16	5.50628148676731e-06	26	8.94770741599688e-06	870	0.000299404055842972	36	1.23891333452264e-05	34	1.17008481593805e-05	64	2.20251259470692e-05	39	1.34215611239953e-05	1142	0.000393010841118017	362	0.00012457961863811	244	8.39707926732014e-05	1200	0.000412971111507548	245	8.43149352661244e-05	487	0.00016759744275348	866	0.000298027485471281	149	5.12772463455206e-05	312	0.000107372488991963	832	0.0002863266373119	954	0.000328312033648501	1946	0.000669701485828074	1541	0.000530323735694276	553	0.000190310853886395	779	0.000268087079886983	1627	0.000559919998685651	487	0.00016759744275348	1375	0.000473196065269065	621	0.000213712550205156	923	0.000317643613267889	654	0.000225069255771614	1299	0.000447041228206921	1599	0.000550284006083808	2538	0.000873433900838464	1889	0.000650085358031465	235	8.08735093368948e-05	3779	0.00130051485865585	3475	0.00119589551040727	3358	0.00115563082703529	1242	0.000427425100410312	3557	0.00122411520302696	8192	0.00281921612122486
ERR598985	288722472	203	7.03097332860187e-05	1077	0.000373022575118434	544	0.000188416231071892	798	0.000276389986020901	263	9.10909352424774e-05	1680	0.000581873654780844	1329	0.000460303623335561	2248	0.00077860236663532	3017	0.00104494810504393	2850	0.00098710709293179	1678	0.000581180948048962	884	0.000306176375491825	1019	0.000352934079893857	2769	0.00095905247029057	329	0.000113950257394582	1698	0.000588108015367782	4685	0.00162266551943349	618	0.000214046380151525	36799	0.0127454575132621	7172	0.0024840463405287	31363	0.0108626806160069	2478	0.000858263640801745	1969	0.000681969777537787	1005	0.000348085132770684	3574	0.00123786692987306	2063	0.000714526993936239	12806	0.00443540120424017	91492	0.031688562156672	1106	0.000383066822730723	3727	0.00129085899486203	5174	0.00179203231537862	1347	0.000466537983922498	2001	0.000693053085247899	9682	0.00335339328904056	3856	0.00133553857906841	2338	0.000809774169570008	5864	0.0020310161378779	4853	0.00168085288491157	2183	0.000756089397849157	10452	0.00362008538081511	19	6.5807139528786e-06	75	2.59765024455734e-05	1857	0.000643178200552398	112	3.87915769853896e-05	22206	0.00769112284408538	14613	0.00506126173649552	74	2.56301490796324e-05	2242	0.000776524246439674	1542	0.000534076890280989	2486	0.000861034467729273	4868	0.00168604818540068	2462	0.00085272198694669	1165	0.00040350167132124	3469	0.00120149982644926	122	4.22551106447994e-05	597	0.000206772959466764	1366	0.000473118697875377	7442	0.00257756174933276	70265	0.0243365192578429	5466	0.00189316749823339	1683	0.000582912714878667	1218	0.000421858399716112	2480	0.000858956347533627	1636	0.000566634106679441	3803	0.00131718185067354	1674	0.000579795534585199	37986	0.013156578958634	1172	0.000405926144882827	6782	0.00234896852781172	66617	0.0230730221788902	7058	0.00244456205681143	5140	0.00178025630093663	519	0.000179757396923368	4117	0.00142593680757901	8143	0.00282035545885739	20484	0.00709470234793501	2558	0.000885971910077024	4181	0.00144810342299923	19959	0.006912866830816
ERR598986	295171194	1472	0.000498693649624902	711	0.00024087716364355	937	0.000317442900610417	481	0.000162956280889659	1635	0.000553915840446138	2442	0.000827316502978268	286	9.68929237722296e-05	918	0.000311005958122052	795	0.000269335225171058	1526	0.000516988117749729	575	0.000194802206884727	570	0.000193108274650947	857	0.000290339984869933	2622	0.000888298063394357	178	6.03039875225765e-05	706	0.00023918323140977	1417	0.00048006039505332	235	7.96148149876712e-05	1117	0.000378424461026505	1165	0.000394686210470795	753	0.000255106194407304	858	0.000290678771316689	334	0.00011315467321652	289	9.79092831124978e-05	1140	0.000386216549301894	524	0.000177524098100169	669	0.000226648132879796	17968	0.00608731487531266	514	0.000174136233632608	834	0.000282547896594544	2120	0.000718227267122821	243	8.23251065617196e-05	459	0.000155502979061026	522	0.000176846525206657	802	0.00027170673029835	678	0.0002296972109006	2009	0.0006806219715329	772	0.000261543136895669	1853	0.000627771285838956	2374	0.000804279024598857	25	8.46966116890119e-06	26	8.80844761565724e-06	1363	0.000461765926928493	38	1.28738849767298e-05	178	6.03039875225765e-05	242	8.19863201149635e-05	25	8.46966116890119e-06	1156	0.000391637132449991	487	0.000164988999570195	200	6.77572893512095e-05	1430	0.000484464618861148	456	0.000154486619720758	925	0.000313377463249344	1750	0.000592876281823083	278	9.41826321981812e-05	570	0.000193108274650947	1488	0.000504114232772999	1928	0.00065318026934566	24500	0.00830026794552317	2166	0.000733811443673599	458	0.00015516419261427	1223	0.000414335824382646	2437	0.000825622570744488	455	0.000154147833274002	1367	0.000463121072715517	729	0.000246975319685159	1668	0.000565095793189087	890	0.000301519937612882	2792	0.000945891759342885	2409	0.000816136550235319	2563	0.00086830966303575	3519	0.00119218950613453	325	0.000110105595195715	7301	0.0024734798477659	3985	0.00135006399032285	5758	0.00195073236042132	1623	0.000549850403085065	5431	0.00183994919233209	13260	0.00449230828398519
ERR598987	86065540	147	0.000170800067018693	221	0.000256781053136947	278	0.000323009650552358	114	0.000132457194830823	49	5.69333556728977e-05	373	0.000433390646244711	116	0.000134781005266452	373	0.000433390646244711	247	0.000286990588800117	504	0.000585600229778376	223	0.000259104863572575	118	0.00013710481570208	109	0.000126647668741752	353	0.000410152541888426	30	3.48571565344271e-05	136	0.000158019109622736	895	0.00103990516994374	74	8.59809861182536e-05	145	0.000168476256583065	324	0.000376457290571813	183	0.000212628654860006	261	0.000303257261849516	50	5.80952608907119e-05	66	7.66857443757397e-05	211	0.000245162000958804	174	0.000202171507899677	122	0.000141752436573337	757	0.000879562249885378	73	8.48190809004394e-05	350	0.000406666826234983	543	0.000630914533273131	104	0.000120838142652681	167	0.000194038171374978	228	0.000264914389661646	163	0.000189390550503721	182	0.000211466749642191	481	0.000558876409768648	221	0.000256781053136947	549	0.000637885964580017	384	0.000446171603640667	2	2.32381043562848e-06	1	1.16190521781424e-06	463	0.000537962115847992	11	1.27809573959566e-05	11	1.27809573959566e-05	19	2.20761991384705e-05	5	5.80952608907119e-06	368	0.00042758112015564	65	7.55238391579255e-05	71	8.24952704648109e-05	463	0.000537962115847992	61	7.08762182866685e-05	246	0.000285828683582302	569	0.000661124068936301	65	7.55238391579255e-05	87	0.000101085753949839	255	0.000296285830542631	284	0.000329981081859244	795	0.000923714648162319	539	0.000626266912401874	182	0.000211466749642191	232	0.000269562010532903	679	0.000788933642895868	160	0.000185904834850278	469	0.000544933547154878	168	0.000195200076592792	640	0.000743619339401112	101	0.000117352426999238	459	0.000533314494976735	318	0.000369485859264928	1035	0.00120257190043774	1007	0.00117003855433894	84	9.7600038296396e-05	1263	0.00146748629009938	1512	0.00175680068933513	2835	0.00329400129250336	302	0.0003508953757799	1075	0.00124904810915031	2414	0.00280483919580357
ERR598988	85775270	2634	0.00307081516618951	258	0.000300785995777105	324	0.000377731250510782	204	0.000237830787358641	549	0.000640044618921048	751	0.00087554373189382	83	9.67644870135646e-05	320	0.000373067901739044	287	0.000334595274372205	501	0.000584084433660191	185	0.000215679880692885	218	0.000254152508059724	281	0.000327600251214598	734	0.000855724499613933	50	5.82918596467257e-05	263	0.000306615181741777	535	0.000623722898219965	111	0.000129407928415731	252	0.000293790972619497	326	0.000380062924896651	153	0.000178373090518981	294	0.000342756134722747	123	0.000143397974730945	77	8.97694638559576e-05	208	0.000242494136130379	169	0.000197026485605933	233	0.000271640065953742	1158	0.00135003946941817	122	0.000142232137538011	265	0.000308946856127646	696	0.000811422686282422	80	9.32669754347611e-05	162	0.000188865625255391	187	0.000218011555078754	223	0.000259981694024397	229	0.000266976717182004	650	0.000757794175407434	233	0.000271640065953742	674	0.000785774268037862	504	0.000587581945238995	7	8.1608603505416e-06	9	1.04925347364106e-05	494	0.00057592357330965	21	2.44825810516248e-05	23	2.68142554374938e-05	41	4.77993249103151e-05	9	1.04925347364106e-05	396	0.000461671528402067	180	0.000209850694728212	107	0.000124744579643993	525	0.00061206452629062	95	0.000110754533328779	305	0.000355580343845027	595	0.000693673129796036	65	7.57794175407434e-05	181	0.000211016531921147	530	0.000617893712255292	366	0.000426696412614032	777	0.000905855498910117	705	0.000821915221018832	191	0.000222674903850492	472	0.00055027515506509	800	0.000932669754347611	171	0.000199358159991802	546	0.000636547107342244	218	0.000254152508059724	506	0.000589913619624864	306	0.000356746181037961	564	0.000657532176815066	685	0.000798598477160142	1432	0.00166947886028222	1140	0.00132905439994535	95	0.000110754533328779	2290	0.00266976717182004	1499	0.00174758995220884	1717	0.00200174246026856	626	0.000729814082777005	1657	0.00193179222869249	3681	0.00429144670719194
ERR598989	314977294	2918	0.000926415984766191	942	0.000299069176713417	1076	0.000341611925842502	571	0.000181282908602294	2450	0.00077783384601685	2486	0.000789263241305261	175	5.5559560429775e-05	1031	0.000327325181731989	679	0.000215571094467527	1419	0.000450508664284861	464	0.000147312205939518	764	0.000242557166676275	1221	0.000387646990198601	2674	0.000848950083366962	189	6.0004325264157e-05	929	0.000294941895081491	1661	0.000527339599279179	247	7.84183510065967e-05	1688	0.000535911645745487	1317	0.000418125377634364	519	0.00016477378207459	900	0.000285734882210271	431	0.000136835260258474	253	8.03232502213318e-05	611	0.000193982236700529	397	0.000126040831374975	551	0.000174933244553177	335	0.000106356872822712	489	0.000155249286000914	725	0.000230175321780496	2224	0.000706082642261826	203	6.4449090098539e-05	497	0.000157789151620561	336	0.000106674356025168	511	0.000162233916454943	699	0.000221920758516644	2301	0.000730528848850927	410	0.000130168113006901	2853	0.00090577957660656	662	0.000210173880025777	15	4.76224803683786e-06	27	8.57204646630814e-06	1689	0.000536229128947943	25	7.93708006139643e-06	18	5.71469764420543e-06	150	4.76224803683786e-05	41	1.30168113006901e-05	1477	0.000468922690027301	429	0.000136200293853563	198	6.28616740862597e-05	1259	0.000399711351891924	210	6.667147251573e-05	1116	0.000354311253940736	1718	0.000545436141819162	332	0.000105404423215345	634	0.000201284350357013	1980	0.000628616740862597	1108	0.00035177138832109	1325	0.000420665243254011	2315	0.000734973613685309	427	0.000135565327448651	1494	0.00047431990446905	2927	0.000929273333588293	423	0.000134295394638828	1613	0.000512100405561297	753	0.00023906485144926	988	0.000313673404026387	1095	0.000347644106689163	1682	0.000534006746530752	1998	0.000634331438506802	4232	0.00134358891279319	3758	0.00119310187482911	387	0.000122865999350417	9605	0.00304942615958851	5010	0.00159059084430384	1987	0.000630839123279788	1965	0.000623854492825759	7089	0.00225063842220957	14456	0.00458953717470187
ERR598990	96485052	1783	0.00184795464482934	288	0.000298491832703785	537	0.000556562896395599	214	0.000221796014578507	463	0.000479867078270321	1060	0.00109861577314588	92	9.53515576692647e-05	417	0.000432191299435689	303	0.000314038282323774	846	0.000876819758567369	263	0.000272581083337137	250	0.00025910749366648	388	0.000402134830170377	965	0.00100015492555261	72	7.46229581759463e-05	411	0.000425972719587693	644	0.000667460903684853	109	0.000112970867238585	312	0.000323366152095767	448	0.000464320628650332	178	0.000184484535490534	302	0.000313001852349108	124	0.000128517316858574	118	0.000122298737010579	249	0.000258071063691814	222	0.000230087454375834	697	0.000722391692342146	1708	0.00177022239672939	155	0.000160646646073218	358	0.000371041930930399	899	0.000931750547224662	79	8.18779679986077e-05	201	0.00020832242490785	203	0.000210395284857182	192	0.000198994555135857	259	0.000268435363438473	798	0.000827071119783404	216	0.000223868874527839	737	0.000763848891328783	699	0.000724464552291478	7	7.25500982266144e-06	11	1.14007297213251e-05	507	0.000525469997155622	4	4.14571989866368e-06	64	6.63315183786189e-05	38	3.9384339037305e-05	12	1.2437159695991e-05	554	0.00057418220596492	175	0.000181375245566536	582	0.000603202245255566	564	0.000584546505711579	99	0.000102606567491926	358	0.000371041930930399	698	0.000723428122316812	80	8.29143979732736e-05	181	0.000187593825414532	591	0.000612530115027559	412	0.000427009149562359	5380	0.00557599326370265	840	0.000870601178719373	225	0.000233196744299832	459	0.000475721358371657	1023	0.00106026786408324	189	0.000195885265211859	537	0.000556562896395599	214	0.000221796014578507	629	0.000651914454064864	373	0.000386588380550388	684	0.000708918102671489	573	0.000593874375483572	1133	0.00117427516129649	1312	0.00135979612676169	116	0.000120225877061247	3051	0.00316214785270572	1873	0.00194123334254927	1802	0.00186764681434799	721	0.000747266011734129	2062	0.00213711860776113	4590	0.00475721358371657
ERR598991	135984136	1538	0.00113101428243071	429	0.000315477976048618	539	0.000396369764779033	315	0.000231644667728006	771	0.000566977901010453	1215	0.000893486575522309	125	9.19224871936532e-05	419	0.000308124177073126	374	0.000275032081683411	841	0.000618454493838899	224	0.000164725097051027	316	0.000232380047625555	603	0.000443434078222183	1227	0.0009023111342929	77	5.66242521112904e-05	515	0.000378720647237851	602	0.000442698698324634	111	8.16271686279641e-05	615	0.000452258636992774	432	0.000317684115741266	201	0.000147811359407394	348	0.000255912204347131	174	0.000127956102173565	137	0.000100747045964244	265	0.000194875672850545	269	0.000197817192440742	1580	0.00116190023812778	152	0.000111777744427482	195	0.000143399080022099	432	0.000317684115741266	957	0.000703758561954609	90	6.61841907794303e-05	199	0.000146340599612296	167	0.000122808442890721	167	0.000122808442890721	405	0.000297828858507436	881	0.000647869689740868	168	0.00012354382278827	920	0.000676549505745288	223	0.000163989717153477	5	3.67689948774613e-06	10	7.35379897549226e-06	673	0.000494910671050629	15	1.10306984632384e-05	41	3.01505757995183e-05	73	5.36827325210935e-05	14	1.02953185656892e-05	678	0.000498587570538375	189	0.000138986800636804	508	0.000373572987955007	599	0.000440492558631986	88	6.47134309843319e-05	404	0.000297093478609887	682	0.000501529090128572	238	0.000175020415616716	238	0.000175020415616716	883	0.000649340449535966	405	0.000297828858507436	472	0.000347099311643235	930	0.00068390330472078	234	0.000172078896026519	591	0.000434609519451592	1191	0.000875837457981128	219	0.00016104819756328	648	0.000476526173611898	315	0.000231644667728006	433	0.000318419495638815	503	0.000369896088467261	590	0.000433874139554043	739	0.000543445744288878	1482	0.00108983300816795	1471	0.00108174382929491	154	0.000113248504222581	3400	0.00250029165166737	2389	0.0017568225752451	840	0.00061771911394135	854	0.000628014432507039	2615	0.00192301843209123	5860	0.00430932619963846
ERR598992	251660602	1811	0.000719619990418683	644	0.000255900206421663	1066	0.000423586366530268	483	0.000191925154816247	1659	0.000659221183934067	2066	0.000820946935508006	253	0.000100532223951368	1005	0.000399347371822626	705	0.000280139201129305	1391	0.000552728551448033	548	0.0002177535917998	572	0.000227290245455266	1167	0.00046371978399702	2643	0.00105022398380816	117	4.64911865703953e-05	868	0.000344908973872676	1578	0.00062703497784687	187	7.4306426398837e-05	882	0.000350472021838365	1462	0.000580941151845453	1019	0.000404910419788315	870	0.000345703695010632	319	0.000126758021503898	247	9.81480605375012e-05	657	0.000261065893818374	500	0.000198680284488869	604	0.000240005783662554	9627	0.00382539019754868	445	0.000176825453195093	821	0.000326233027130723	2419	0.000961215216357148	228	9.05982097269242e-05	424	0.000168480881246561	554	0.000220137755213667	813	0.000323054142578901	656	0.000260668533249396	2388	0.000948897038718838	620	0.000246363552766197	2556	0.0010156536143071	1712	0.000680281294089887	4	1.58944227591095e-06	31	1.23181776383099e-05	1618	0.00064292940060598	49	1.94706678799091e-05	18	7.15249024159928e-06	84	3.337828779413e-05	31	1.23181776383099e-05	1295	0.00051458193682617	406	0.000161328391004962	228	9.05982097269242e-05	1290	0.000512595133981282	314	0.00012477121865901	925	0.000367558526304407	1615	0.000641737318899046	224	8.90087674510132e-05	457	0.000181593780022826	1708	0.000678691851813976	1691	0.000671936722141355	1785	0.000709288615625262	2638	0.00104823718096327	453	0.000180004337746915	1350	0.000536436768119946	2591	0.00102956123422132	478	0.000189938351971359	1477	0.000586901560380119	719	0.000285702249094993	1654	0.000657234381089178	960	0.000381466146218628	1701	0.000675910327831132	2311	0.000918300274907552	4966	0.00197329258554345	3094	0.00122943360041712	260	0.000103313747934212	7763	0.00308471009697418	4672	0.00185646857826399	2765	0.00109870197322344	1608	0.000638955794916202	5575	0.00221528517205089	13195	0.00524317270766125
ERR598993	307809754	1144	0.000371658137902933	1001	0.000325200870665067	1151	0.000373932269865626	684	0.000222215180354551	130256	0.0423170475617871	3071	0.000997694179632787	102	3.31373514563804e-05	734	0.000238458980088071	753	0.000244631623986808	1552	0.000504207543728455	350	0.000113706598134639	599	0.000194600720807567	1558	0.000506156799696477	2139	0.000694909752599978	175	5.68532990673194e-05	980	0.000318378474776988	1562	0.000507456303675159	208	6.75742068914424e-05	1087	0.000353140206206721	990	0.000321627234723692	368	0.000119554366038706	550	0.000178681797068718	139	4.51577632591851e-05	295	9.58384184277669e-05	334	0.000108508582219912	284	9.22647824863926e-05	11529	0.003745495342555	10725	0.00348429504284	442	0.000143595189644315	640	0.000207920636589054	1698	0.000551639438950333	161	5.23050351419338e-05	298	9.68130464117781e-05	174	5.6528423072649e-05	442	0.000143595189644315	623	0.000202397744679657	1905	0.000618888769847105	348	0.000113056846145298	2403	0.000780677015192962	452	0.000146843949591019	9	2.92388395203357e-06	16	5.19801591472634e-06	1540	0.00050030903179241	91	2.95637155150061e-05	26	8.4467758614303e-06	106	3.4436855435062e-05	44	1.42945437654974e-05	1453	0.000472044820256086	192	6.23761909767161e-05	527	0.000171209649191299	1363	0.00044280598073575	177	5.75030510566601e-05	1069	0.000347292438302654	1341	0.000435658708853001	686	0.000222864932343892	607	0.000197199728764931	1438	0.00046717168033603	1384	0.000449628376623829	496	0.000161138493356517	1832	0.000595172822236166	396	0.000128650893889477	1377	0.000447354244661136	2730	0.000886911465450182	352	0.00011435635012398	1271	0.000412917389226074	643	0.000208895264573065	1084	0.00035216557822271	1231	0.000399922349439258	1770	0.000575030510566601	2683	0.000871642293700673	2699	0.0008768403096154	3610	0.00117280234076013	311	0.000101036434342493	8513	0.00276566934262908	4837	0.00157142518622071	1434	0.000465872176357348	1898	0.000616614637884412	6548	0.00212728801310176	12382	0.00402261456600885
ERR598994	70573946	730	0.00103437605713587	18748	0.0265650442728539	1659	0.00235072586135399	162	0.000229546467473988	1024537	1.45172129102714	1066506	1.51118941259144	89	0.000126108861760401	173	0.000245132956006173	102	0.000144529257298437	230	0.000325899305672946	124	0.000175702234362806	151	0.000213959978941804	432	0.000612123913263968	691	0.000979114870521764	178	0.000252217723520802	410	0.0005809509361996	329	0.000466177702462606	97	0.000137444489783808	267	0.000378326585281203	188	0.00026638725855006	231	0.000327316259175872	186	0.000263553351544209	117	0.000165783559842325	111	0.00015728183882477	146	0.000206875211427175	140	0.000198373490409619	373	0.000528523656591343	390	0.000552611866141083	354	0.000501601540035752	76	0.000107688466222365	378	0.000535608424105972	154	0.000218210839450581	122	0.000172868327356954	46	6.51798611345892e-05	125	0.000177119187865732	230	0.000325899305672946	308	0.000436421678901163	221	0.000313146724146614	447	0.000633378215807856	413	0.000585201796708377	14	1.98373490409619e-05	27	3.8257744578998e-05	241	0.000341485794205131	78	0.000110522373228217	42	5.95120471228858e-05	155	0.000219627792953507	34	4.8176419099479e-05	164	0.00023238037447984	198	0.000280556793579319	192	0.000272055072561764	208	0.000294726328608577	79	0.000111939326731142	348	0.000493099819018197	268	0.000379743538784129	29953	0.0424420082731381	1678	0.00237764797790958	427	0.000605039145749339	313	0.000443506446415792	172	0.000243716002503247	426	0.000603622192246414	162	0.000229546467473988	268	0.000379743538784129	431	0.000610706959761043	189	0.000267804212052986	345	0.000488848958509419	340	0.00048176419099479	237	0.000335817980193427	492	0.00069714112343952	183	0.000259302491035431	836	0.00118457312844601	435	0.000616374773772746	516	0.00073114800750974	1436	0.00203474523020153	2262	0.00320514882361828	903	0.00127950901314205	379	0.000537025377608898	527	0.000746734496041925	91039	0.128998029952867	2700	0.0038257744578998
ERR598995	399496484	547	0.00013692235649313	519	0.000129913533857284	858	0.000214770350769846	326	8.16027206887758e-05	579	0.000144932439505525	1838	0.000460079143024448	250	6.25787735343373e-05	763	0.000190990416826797	782	0.000195746403615407	1280	0.000320403320495807	516	0.000129162588574872	387	9.68719414311541e-05	515	0.000128912273480735	2386	0.000597251814611715	109	2.72843452609711e-05	616	0.000154194097988607	1050	0.000262830848844217	175	4.38051414740361e-05	507	0.000126909752727636	890	0.000222780433782241	480	0.000120151245185928	639	0.000159951345153766	201	5.03133339216072e-05	224	5.60705810867662e-05	969	0.000242555326219091	514	0.000128661958386597	482	0.000120651875374202	475	0.000118899669715241	338	8.4606501818424e-05	946	0.000236798079053932	1834	0.000459077882647898	253	6.33297188167493e-05	450	0.000112641792361807	1160	0.000290365509199325	777	0.00019449482814472	531	0.000132917314986932	1902	0.000476099309049238	663	0.000165958907413062	1898	0.000475098048672689	1447	0.000362205941216744	6	1.50189056482409e-06	13	3.25409622378554e-06	1190	0.000297874962023445	27	6.75850754170843e-06	117	2.92868660140699e-05	73	1.82730018720265e-05	29	7.25913772998313e-06	1119	0.000280102590339694	354	8.86115433246216e-05	702	0.000175721196084419	1285	0.000321654895966494	318	7.9600199935677e-05	522	0.000130664479139696	1260	0.00031539701861306	188	4.70592376978216e-05	351	8.78605980422095e-05	924	0.000231291146982911	1126	0.000281854795998655	12728	0.00318601051818018	1760	0.000440554565681735	502	0.000125658177256949	817	0.000204507431910214	1862	0.000466086705283744	440	0.000110138641420434	1230	0.000307887565788939	506	0.000126659437633499	2144	0.000536675561830477	627	0.000156947564024118	1631	0.000408263918538016	3512	0.00087910661061037	2601	0.000651069559851245	2648	0.000662834369275701	188	4.70592376978216e-05	4133	0.00103455228406966	3818	0.000955703029416399	6494	0.00162554622132795	1316	0.000329414663884751	3985	0.000997505650137336	10264	0.00256923412622575
ERR598996	303104238	1323	0.000436483504397586	806	0.000265915120592936	1248	0.000411739541563256	516	0.000170238464300192	1124	0.000370829523010496	2298	0.00075815502124388	280	9.23774612481664e-05	830	0.000273833188699922	827	0.000272843430186549	1823	0.000601443256626455	624	0.000205869770781628	566	0.000186734439523079	934	0.000308144817163526	2427	0.000800714637318928	151	4.98178451731183e-05	893	0.000294618117480759	1839	0.000606721968697779	206	6.79634179182938e-05	740	0.000244140433298725	1341	0.000442422055477825	1823	0.000601443256626455	831	0.000274163108204379	294	9.69963343105747e-05	230	7.58814860252795e-05	1062	0.000350374513734117	581	0.000191683232089945	406	0.000133947318809841	5478	0.00180729904541948	373	0.000123059975162736	1032	0.000340476928600385	2492	0.000822159405108681	204	6.73035789093784e-05	451	0.000148793696510439	628	0.000207189448799459	925	0.000305175541623407	666	0.000219726389968853	1762	0.000581318166854533	913	0.000301216507569914	2421	0.000798735120292181	1008	0.000332558860493399	17	5.60863157578153e-06	21	6.92830959361248e-06	1553	0.000512364990422866	46	1.51762972050559e-05	32	1.05574241426476e-05	61	2.0125089771922e-05	28	9.23774612481664e-06	1332	0.000439452779937706	404	0.000133287479800926	168	5.54264767488998e-05	1340	0.000442092135973368	272	8.97381052125045e-05	845	0.000278781981266788	1949	0.00064301311418813	309	0.000101945126877441	469	0.000154732247590679	1390	0.000458588111196255	1278	0.000421637126696988	2002	0.00066049884792439	2139	0.0007056978200351	557	0.00018376516398296	1349	0.000445061411513487	2711	0.000894411776584925	491	0.000161990476688749	1861	0.000613980197795849	665	0.000219396470464395	1397	0.000460897547727459	853	0.00028142133730245	3997	0.00131868825931758	2301	0.000759144779757253	3042	0.00100361513256044	3558	0.00117385359686063	289	9.5346736788286e-05	7390	0.00243810513794268	4432	0.00146220324375669	4770	0.00157371603626341	1570	0.000517973621998647	5520	0.00182115566460671	12295	0.00405636030730788
